CensusTract,State,County,POP2010
04013103604,AZ,Maricopa,4098
04013103605,AZ,Maricopa,5967
04013103606,AZ,Maricopa,4089
04013103607,AZ,Maricopa,4496
04013103608,AZ,Maricopa,3587
04013103609,AZ,Maricopa,5280
04013103611,AZ,Maricopa,5121
04013103612,AZ,Maricopa,4762
04013103614,AZ,Maricopa,2998
04013103615,AZ,Maricopa,4748
04013103701,AZ,Maricopa,4700
04013103702,AZ,Maricopa,3056
04013103900,AZ,Maricopa,5827
04013104000,AZ,Maricopa,6725
04013104100,AZ,Maricopa,6567
04013104202,AZ,Maricopa,5131
04013104203,AZ,Maricopa,6211
04013104204,AZ,Maricopa,3230
04013104205,AZ,Maricopa,5156
04013104206,AZ,Maricopa,3813
04013104207,AZ,Maricopa,4240
04013104212,AZ,Maricopa,6174
04013104214,AZ,Maricopa,2312
04013104215,AZ,Maricopa,4026
04013104216,AZ,Maricopa,4771
04013104217,AZ,Maricopa,4882
04013104218,AZ,Maricopa,3941
04013104219,AZ,Maricopa,2982
04013104221,AZ,Maricopa,5864
04013104222,AZ,Maricopa,5915
04013104223,AZ,Maricopa,1857
04013104224,AZ,Maricopa,5898
04013104225,AZ,Maricopa,3699
04013104226,AZ,Maricopa,4373
04013104227,AZ,Maricopa,2059
04013104301,AZ,Maricopa,3300
04013104302,AZ,Maricopa,3209
04013104401,AZ,Maricopa,5017
04013104402,AZ,Maricopa,2538
04013104501,AZ,Maricopa,3697
04013104502,AZ,Maricopa,5107
04013104600,AZ,Maricopa,4253
04013104701,AZ,Maricopa,2474
04013104702,AZ,Maricopa,4441
04013104801,AZ,Maricopa,3619
04013104802,AZ,Maricopa,5688
04013104900,AZ,Maricopa,4003
04013105002,AZ,Maricopa,2574
04013105003,AZ,Maricopa,4549
04013105004,AZ,Maricopa,3114
04013105101,AZ,Maricopa,4417
04013105102,AZ,Maricopa,4165
04013105103,AZ,Maricopa,3017
04013105200,AZ,Maricopa,5819
04013105300,AZ,Maricopa,4995
04013105400,AZ,Maricopa,3603
04013105501,AZ,Maricopa,2355
04013105502,AZ,Maricopa,1891
04013105503,AZ,Maricopa,3279
04013105601,AZ,Maricopa,3791
04013105602,AZ,Maricopa,5943
04013105701,AZ,Maricopa,3426
04013105702,AZ,Maricopa,3775
04013105800,AZ,Maricopa,6298
04013105900,AZ,Maricopa,4956
04013106001,AZ,Maricopa,1671
04013106002,AZ,Maricopa,2248
04013106003,AZ,Maricopa,3175
04013106100,AZ,Maricopa,5282
04013106200,AZ,Maricopa,3285
04013106300,AZ,Maricopa,5093
04013106400,AZ,Maricopa,2732
04013106501,AZ,Maricopa,2877
04013106502,AZ,Maricopa,3542
04013106600,AZ,Maricopa,3607
04013106701,AZ,Maricopa,3961
04013106702,AZ,Maricopa,1213
04013106703,AZ,Maricopa,2029
04013106801,AZ,Maricopa,3941
04013106802,AZ,Maricopa,3248
04013106900,AZ,Maricopa,7077
04013107000,AZ,Maricopa,7123
04013107101,AZ,Maricopa,4262
04013107102,AZ,Maricopa,5197
04013107201,AZ,Maricopa,4301
04013107202,AZ,Maricopa,4928
04013107300,AZ,Maricopa,6202
04013107400,AZ,Maricopa,6572
04013107500,AZ,Maricopa,3337
04013107601,AZ,Maricopa,2800
04013107602,AZ,Maricopa,2680
04013107700,AZ,Maricopa,3797
04013107800,AZ,Maricopa,2408
04013107900,AZ,Maricopa,3701
04013108000,AZ,Maricopa,3467
04013108100,AZ,Maricopa,1850
04013108200,AZ,Maricopa,3158
04013108301,AZ,Maricopa,3405
04013108302,AZ,Maricopa,2700
04013108400,AZ,Maricopa,4888
04013108501,AZ,Maricopa,2250
04013108502,AZ,Maricopa,3529
04013108601,AZ,Maricopa,2679
04013108602,AZ,Maricopa,4530
04013108802,AZ,Maricopa,1819
04013108901,AZ,Maricopa,2508
04013108902,AZ,Maricopa,3858
04013109001,AZ,Maricopa,4146
04013109002,AZ,Maricopa,4563
04013109003,AZ,Maricopa,5474
04013109101,AZ,Maricopa,3283
04013109102,AZ,Maricopa,5299
04013109200,AZ,Maricopa,4096
04013109300,AZ,Maricopa,4670
04013109400,AZ,Maricopa,8290
04013109500,AZ,Maricopa,4867
04013109601,AZ,Maricopa,4723
04013109602,AZ,Maricopa,5719
04013109603,AZ,Maricopa,4450
04013109604,AZ,Maricopa,3814
04013109701,AZ,Maricopa,7467
04013109702,AZ,Maricopa,5053
04013109703,AZ,Maricopa,2742
04013109704,AZ,Maricopa,2360
04013109705,AZ,Maricopa,1803
04013109801,AZ,Maricopa,3758
04013109802,AZ,Maricopa,4546
04013109900,AZ,Maricopa,7080
04013110001,AZ,Maricopa,4529
04013110002,AZ,Maricopa,4339
04013110100,AZ,Maricopa,6612
04013110400,AZ,Maricopa,5125
04013110501,AZ,Maricopa,2899
04013110502,AZ,Maricopa,2319
04013110600,AZ,Maricopa,4881
04013110701,AZ,Maricopa,2570
04013110702,AZ,Maricopa,3833
04013110801,AZ,Maricopa,5006
04013110802,AZ,Maricopa,2315
04013110901,AZ,Maricopa,3075
04013110902,AZ,Maricopa,4304
04013111000,AZ,Maricopa,4745
04013111100,AZ,Maricopa,4376
04013111201,AZ,Maricopa,5242
04013111202,AZ,Maricopa,1964
04013111203,AZ,Maricopa,1410
04013111204,AZ,Maricopa,2154
04013111300,AZ,Maricopa,5447
04013111401,AZ,Maricopa,4310
04013111402,AZ,Maricopa,4150
04013111501,AZ,Maricopa,2115
04013111502,AZ,Maricopa,6524
04013111601,AZ,Maricopa,3161
04013111602,AZ,Maricopa,5055
04013111700,AZ,Maricopa,5647
04013111800,AZ,Maricopa,3487
04013111900,AZ,Maricopa,2238
04013112100,AZ,Maricopa,3838
04013112201,AZ,Maricopa,4400
04013112202,AZ,Maricopa,4305
04013112301,AZ,Maricopa,5017
04013112302,AZ,Maricopa,6754
04013112401,AZ,Maricopa,5377
04013112402,AZ,Maricopa,4999
04013112502,AZ,Maricopa,5397
04013112503,AZ,Maricopa,7944
04013112504,AZ,Maricopa,3596
04013112505,AZ,Maricopa,8369
04013112507,AZ,Maricopa,2399
04013112508,AZ,Maricopa,2148
04013112509,AZ,Maricopa,6909
04013112510,AZ,Maricopa,4162
04013112511,AZ,Maricopa,6816
04013112512,AZ,Maricopa,1796
04013112513,AZ,Maricopa,8131
04013112514,AZ,Maricopa,3633
04013112601,AZ,Maricopa,3009
04013112602,AZ,Maricopa,7935
04013112700,AZ,Maricopa,6740
04013112900,AZ,Maricopa,4805
04013113000,AZ,Maricopa,1895
04013113100,AZ,Maricopa,2808
04013113201,AZ,Maricopa,2666
04013113202,AZ,Maricopa,2061
04013113203,AZ,Maricopa,2317
04013113300,AZ,Maricopa,5175
04013113400,AZ,Maricopa,684
04013113501,AZ,Maricopa,4416
04013113502,AZ,Maricopa,2638
04013113601,AZ,Maricopa,3957
04013113602,AZ,Maricopa,3400
04013113700,AZ,Maricopa,7720
04013113801,AZ,Maricopa,2135
04013113802,AZ,Maricopa,17
04013113900,AZ,Maricopa,1372
04013114000,AZ,Maricopa,2614
04013114100,AZ,Maricopa,2401
04013114200,AZ,Maricopa,1539
04013114301,AZ,Maricopa,1570
04013114302,AZ,Maricopa,2477
04013114401,AZ,Maricopa,1724
04013114402,AZ,Maricopa,2014
04013114500,AZ,Maricopa,4198
04013114600,AZ,Maricopa,1914
04013114703,AZ,Maricopa,8071
04013114800,AZ,Maricopa,3285
04013114900,AZ,Maricopa,2663
04013115200,AZ,Maricopa,2623
04013115300,AZ,Maricopa,2323
04013115400,AZ,Maricopa,2232
04013115500,AZ,Maricopa,3699
04013115600,AZ,Maricopa,3864
04013115700,AZ,Maricopa,6427
04013115801,AZ,Maricopa,3862
04013115802,AZ,Maricopa,3389
04013115900,AZ,Maricopa,5332
04013116000,AZ,Maricopa,5558
04013116100,AZ,Maricopa,3963
04013116202,AZ,Maricopa,5033
04013116203,AZ,Maricopa,4760
04013116204,AZ,Maricopa,3638
04013116205,AZ,Maricopa,4256
04013116300,AZ,Maricopa,6118
04013116400,AZ,Maricopa,5604
04013116500,AZ,Maricopa,4920
04013116602,AZ,Maricopa,7325
04013116603,AZ,Maricopa,5736
04013116604,AZ,Maricopa,4000
04013116605,AZ,Maricopa,5066
04013116606,AZ,Maricopa,5663
04013116607,AZ,Maricopa,2526
04013116608,AZ,Maricopa,3553
04013116609,AZ,Maricopa,3176
04013116610,AZ,Maricopa,4437
04013116611,AZ,Maricopa,3217
04013116612,AZ,Maricopa,4862
04013116613,AZ,Maricopa,6489
04013116702,AZ,Maricopa,7839
04013116703,AZ,Maricopa,4448
04013116704,AZ,Maricopa,7105
04013116707,AZ,Maricopa,2738
04013116708,AZ,Maricopa,5033
04013116709,AZ,Maricopa,1789
04013116710,AZ,Maricopa,4638
04013116711,AZ,Maricopa,1878
04013116712,AZ,Maricopa,6397
04013116713,AZ,Maricopa,6104
04013116714,AZ,Maricopa,3295
04013116715,AZ,Maricopa,2075
04013116717,AZ,Maricopa,4021
04013116718,AZ,Maricopa,2599
04013116719,AZ,Maricopa,6404
04013116720,AZ,Maricopa,3774
04013116721,AZ,Maricopa,3536
04013116725,AZ,Maricopa,4773
04013116727,AZ,Maricopa,4065
04013116728,AZ,Maricopa,4612
04013116729,AZ,Maricopa,4303
04013116730,AZ,Maricopa,1793
04013116731,AZ,Maricopa,3234
04013116732,AZ,Maricopa,3446
04013116733,AZ,Maricopa,283
04013116800,AZ,Maricopa,2655
04013116900,AZ,Maricopa,2387
04013117000,AZ,Maricopa,5678
04013117100,AZ,Maricopa,2600
04013117200,AZ,Maricopa,1353
04013117300,AZ,Maricopa,1677
04013216806,AZ,Maricopa,2967
04013216807,AZ,Maricopa,4911
04013216809,AZ,Maricopa,4939
04013216810,AZ,Maricopa,1318
04013216813,AZ,Maricopa,4041
04013216816,AZ,Maricopa,5531
04013216818,AZ,Maricopa,6644
04013216819,AZ,Maricopa,6086
04013216820,AZ,Maricopa,4061
04013216821,AZ,Maricopa,5737
04013216822,AZ,Maricopa,4156
04013216826,AZ,Maricopa,4521
04013216829,AZ,Maricopa,4690
04013216830,AZ,Maricopa,3144
04013216831,AZ,Maricopa,2896
04013216832,AZ,Maricopa,2268
04013216833,AZ,Maricopa,4498
04013216834,AZ,Maricopa,2218
04013216835,AZ,Maricopa,2483
04013216836,AZ,Maricopa,3580
04013216837,AZ,Maricopa,4608
04013216838,AZ,Maricopa,4791
04013216839,AZ,Maricopa,3953
04013216840,AZ,Maricopa,4594
04013216841,AZ,Maricopa,3056
04013216842,AZ,Maricopa,3556
04013216843,AZ,Maricopa,3314
04013216844,AZ,Maricopa,2965
04013216845,AZ,Maricopa,1892
04013216846,AZ,Maricopa,6585
04013216847,AZ,Maricopa,5825
04013216848,AZ,Maricopa,6026
04013216849,AZ,Maricopa,6736
04013216850,AZ,Maricopa,4168
04013216851,AZ,Maricopa,4143
04013216852,AZ,Maricopa,2861
04013216853,AZ,Maricopa,4516
04013216901,AZ,Maricopa,2705
04013216902,AZ,Maricopa,3930
04013217001,AZ,Maricopa,3890
04013217002,AZ,Maricopa,5351
04013217101,AZ,Maricopa,2466
04013217102,AZ,Maricopa,2472
04013217201,AZ,Maricopa,1383
04013217203,AZ,Maricopa,2804
04013217204,AZ,Maricopa,3166
04013217300,AZ,Maricopa,2755
04013217400,AZ,Maricopa,3085
04013217501,AZ,Maricopa,3293
04013217502,AZ,Maricopa,2754
04013217600,AZ,Maricopa,4298
04013217700,AZ,Maricopa,4917
04013217800,AZ,Maricopa,6059
04013217900,AZ,Maricopa,3719
04013218000,AZ,Maricopa,5388
04013218100,AZ,Maricopa,1861
04013218200,AZ,Maricopa,5264
04013218300,AZ,Maricopa,3953
04013318400,AZ,Maricopa,4650
04013318501,AZ,Maricopa,3200
04013318700,AZ,Maricopa,2675
04013318800,AZ,Maricopa,6057
04013318900,AZ,Maricopa,6254
04013319000,AZ,Maricopa,9107
04013319101,AZ,Maricopa,2942
04013319103,AZ,Maricopa,4504
04013319104,AZ,Maricopa,5102
04013319201,AZ,Maricopa,5305
04013319202,AZ,Maricopa,3232
04013319300,AZ,Maricopa,2420
04013319401,AZ,Maricopa,5480
04013319402,AZ,Maricopa,4088
04013319403,AZ,Maricopa,4520
04013319404,AZ,Maricopa,3333
04013319500,AZ,Maricopa,5449
04013319600,AZ,Maricopa,5436
04013319703,AZ,Maricopa,4348
04013319704,AZ,Maricopa,1483
04013319705,AZ,Maricopa,3412
04013319706,AZ,Maricopa,4946
04013319800,AZ,Maricopa,6595
04013319902,AZ,Maricopa,2472
04013319903,AZ,Maricopa,5666
04013319904,AZ,Maricopa,4865
04013319905,AZ,Maricopa,4790
04013319906,AZ,Maricopa,3173
04013319907,AZ,Maricopa,2225
04013319908,AZ,Maricopa,2211
04013319909,AZ,Maricopa,2278
04013319910,AZ,Maricopa,4011
04013320001,AZ,Maricopa,7023
04013320002,AZ,Maricopa,5523
04013320007,AZ,Maricopa,6674
04013320100,AZ,Maricopa,2558
04013420104,AZ,Maricopa,5068
04013420105,AZ,Maricopa,5195
04013420107,AZ,Maricopa,6556
04013420108,AZ,Maricopa,1406
04013420109,AZ,Maricopa,3838
04013420110,AZ,Maricopa,4865
04013420111,AZ,Maricopa,3948
04013420112,AZ,Maricopa,3272
04013420113,AZ,Maricopa,3380
04013420114,AZ,Maricopa,3275
04013420115,AZ,Maricopa,2577
04013420116,AZ,Maricopa,2865
04013420202,AZ,Maricopa,5087
04013420206,AZ,Maricopa,3595
04013420207,AZ,Maricopa,2709
04013420208,AZ,Maricopa,5279
04013420209,AZ,Maricopa,3980
04013420210,AZ,Maricopa,5049
04013420211,AZ,Maricopa,4648
04013420212,AZ,Maricopa,2825
04013420213,AZ,Maricopa,1753
04013420214,AZ,Maricopa,3511
04013420215,AZ,Maricopa,1760
04013420216,AZ,Maricopa,3889
04013420301,AZ,Maricopa,2224
04013420302,AZ,Maricopa,4939
04013420303,AZ,Maricopa,4139
04013420304,AZ,Maricopa,1081
04013420401,AZ,Maricopa,4654
04013420402,AZ,Maricopa,1625
04013420501,AZ,Maricopa,6278
04013420503,AZ,Maricopa,3430
04013420504,AZ,Maricopa,3238
04013420602,AZ,Maricopa,4746
04013420603,AZ,Maricopa,3682
04013420604,AZ,Maricopa,4273
04013420704,AZ,Maricopa,4910
04013420705,AZ,Maricopa,3569
04013420706,AZ,Maricopa,4300
04013420707,AZ,Maricopa,2276
04013420708,AZ,Maricopa,3754
04013420709,AZ,Maricopa,2626
04013420710,AZ,Maricopa,2987
04013420800,AZ,Maricopa,4745
04013420901,AZ,Maricopa,3158
04013420902,AZ,Maricopa,3363
04013421001,AZ,Maricopa,3556
04013421002,AZ,Maricopa,2646
04013421101,AZ,Maricopa,3886
04013421102,AZ,Maricopa,5280
04013421201,AZ,Maricopa,4806
04013421202,AZ,Maricopa,3764
04013421302,AZ,Maricopa,5978
04013421303,AZ,Maricopa,4773
04013421304,AZ,Maricopa,2918
04013421400,AZ,Maricopa,2415
04013421501,AZ,Maricopa,3423
04013421502,AZ,Maricopa,3390
04013421601,AZ,Maricopa,3326
04013421602,AZ,Maricopa,4174
04013421701,AZ,Maricopa,4601
04013421702,AZ,Maricopa,3404
04013421801,AZ,Maricopa,2733
04013421802,AZ,Maricopa,4734
04013421901,AZ,Maricopa,4001
04013421902,AZ,Maricopa,5902
04013422001,AZ,Maricopa,4126
04013422002,AZ,Maricopa,3885
04013422102,AZ,Maricopa,4354
04013422103,AZ,Maricopa,4903
04013422104,AZ,Maricopa,5807
04013422105,AZ,Maricopa,3178
04013422106,AZ,Maricopa,5624
04013422107,AZ,Maricopa,3688
04013422203,AZ,Maricopa,4454
04013422204,AZ,Maricopa,2794
04013422205,AZ,Maricopa,1384
04013422209,AZ,Maricopa,6520
04013422210,AZ,Maricopa,5314
04013422211,AZ,Maricopa,2679
04013422212,AZ,Maricopa,4142
04013422213,AZ,Maricopa,2455
04013422215,AZ,Maricopa,2006
04013422216,AZ,Maricopa,5129
04013422217,AZ,Maricopa,3527
04013422218,AZ,Maricopa,3095
04013422219,AZ,Maricopa,2923
04013422220,AZ,Maricopa,1974
04013422221,AZ,Maricopa,4075
04013422222,AZ,Maricopa,2143
04013422301,AZ,Maricopa,5617
04013422302,AZ,Maricopa,4774
04013422304,AZ,Maricopa,2786
04013422305,AZ,Maricopa,5926
04013422307,AZ,Maricopa,4350
04013422308,AZ,Maricopa,5476
04013422309,AZ,Maricopa,5346
04013422401,AZ,Maricopa,3307
04013422402,AZ,Maricopa,4977
04013422403,AZ,Maricopa,5189
04013422404,AZ,Maricopa,4334
04013422501,AZ,Maricopa,5643
04013422502,AZ,Maricopa,6086
04013422503,AZ,Maricopa,6333
04013422504,AZ,Maricopa,4671
04013422506,AZ,Maricopa,5072
04013422507,AZ,Maricopa,4523
04013422508,AZ,Maricopa,3670
04013422509,AZ,Maricopa,5113
04013422510,AZ,Maricopa,3416
04013422511,AZ,Maricopa,3044
04013422512,AZ,Maricopa,5037
04013422513,AZ,Maricopa,4280
04013422514,AZ,Maricopa,4352
04013422606,AZ,Maricopa,9135
04013422607,AZ,Maricopa,4148
04013422609,AZ,Maricopa,3819
04013422610,AZ,Maricopa,3039
04013422615,AZ,Maricopa,6698
04013422616,AZ,Maricopa,4513
04013422617,AZ,Maricopa,5866
04013422618,AZ,Maricopa,2954
04013422620,AZ,Maricopa,3261
04013422621,AZ,Maricopa,4302
04013422622,AZ,Maricopa,4237
04013422623,AZ,Maricopa,4812
04013422624,AZ,Maricopa,2771
04013422625,AZ,Maricopa,3724
04013422626,AZ,Maricopa,2510
04013422627,AZ,Maricopa,3438
04013422628,AZ,Maricopa,3616
04013422629,AZ,Maricopa,3626
04013422630,AZ,Maricopa,3870
04013422631,AZ,Maricopa,3883
04013422632,AZ,Maricopa,3975
04013422633,AZ,Maricopa,2753
04013422634,AZ,Maricopa,4191
04013422635,AZ,Maricopa,1111
04013422636,AZ,Maricopa,2489
04013422637,AZ,Maricopa,3325
04013422638,AZ,Maricopa,4096
04013422639,AZ,Maricopa,3658
04013422640,AZ,Maricopa,4647
04013422641,AZ,Maricopa,6346
04013422642,AZ,Maricopa,5715
04013422643,AZ,Maricopa,5789
04013422644,AZ,Maricopa,7287
04013422646,AZ,Maricopa,7730
04013522800,AZ,Maricopa,1685
04013522901,AZ,Maricopa,4410
04013522903,AZ,Maricopa,5168
04013522904,AZ,Maricopa,4549
04013523002,AZ,Maricopa,5832
04013523003,AZ,Maricopa,6568
04013523005,AZ,Maricopa,4853
04013523006,AZ,Maricopa,5448
04013523102,AZ,Maricopa,5327
04013523103,AZ,Maricopa,5839
04013523104,AZ,Maricopa,6026
04013610000,AZ,Maricopa,7044
04013610100,AZ,Maricopa,1322
04013610200,AZ,Maricopa,7612
04013610300,AZ,Maricopa,8959
04013610400,AZ,Maricopa,5129
04013610500,AZ,Maricopa,6496
04013610600,AZ,Maricopa,5546
04013610700,AZ,Maricopa,7193
04013610800,AZ,Maricopa,3505
04013610900,AZ,Maricopa,6027
04013611000,AZ,Maricopa,2461
04013611100,AZ,Maricopa,3270
04013611200,AZ,Maricopa,5911
04013611300,AZ,Maricopa,4659
04013611400,AZ,Maricopa,6232
04013611500,AZ,Maricopa,5639
04013611600,AZ,Maricopa,3062
04013611700,AZ,Maricopa,6304
04013611800,AZ,Maricopa,6540
04013611900,AZ,Maricopa,3171
04013612000,AZ,Maricopa,2710
04013612200,AZ,Maricopa,3383
04013612300,AZ,Maricopa,7278
04013612400,AZ,Maricopa,6840
04013612500,AZ,Maricopa,4306
04013612600,AZ,Maricopa,2342
04013612700,AZ,Maricopa,2271
04013612800,AZ,Maricopa,2110
04013612900,AZ,Maricopa,2409
04013613000,AZ,Maricopa,2945
04013613100,AZ,Maricopa,2640
04013613200,AZ,Maricopa,3552
04013613300,AZ,Maricopa,7102
04013613400,AZ,Maricopa,3937
04013613500,AZ,Maricopa,4082
04013613600,AZ,Maricopa,3967
04013613700,AZ,Maricopa,5341
04013613800,AZ,Maricopa,4075
04013613900,AZ,Maricopa,6154
04013614000,AZ,Maricopa,4398
04013614100,AZ,Maricopa,5724
04013614200,AZ,Maricopa,4891
04013614300,AZ,Maricopa,3124
04013614400,AZ,Maricopa,3567
04013614500,AZ,Maricopa,4656
04013614600,AZ,Maricopa,6628
04013614700,AZ,Maricopa,2612
04013614800,AZ,Maricopa,4154
04013614900,AZ,Maricopa,3495
04013615000,AZ,Maricopa,6630
04013615100,AZ,Maricopa,3383
04013615200,AZ,Maricopa,5386
04013615300,AZ,Maricopa,2259
04013615400,AZ,Maricopa,2679
04013615500,AZ,Maricopa,2817
04013615600,AZ,Maricopa,3776
04013615700,AZ,Maricopa,2991
04013615800,AZ,Maricopa,4906
04013615900,AZ,Maricopa,4362
04013616000,AZ,Maricopa,2237
04013616100,AZ,Maricopa,3572
04013616200,AZ,Maricopa,3219
04013616300,AZ,Maricopa,2044
04013616400,AZ,Maricopa,5701
04013616500,AZ,Maricopa,3438
04013616600,AZ,Maricopa,5696
04013616700,AZ,Maricopa,4738
04013616800,AZ,Maricopa,5595
04013616900,AZ,Maricopa,4288
04013617000,AZ,Maricopa,5891
04013617100,AZ,Maricopa,2222
04013617200,AZ,Maricopa,2538
04013617300,AZ,Maricopa,3030
04013617400,AZ,Maricopa,6813
04013617500,AZ,Maricopa,3316
04013617600,AZ,Maricopa,6106
04013617700,AZ,Maricopa,3318
04013617800,AZ,Maricopa,2613
04013617900,AZ,Maricopa,2691
04013618000,AZ,Maricopa,4555
04013618100,AZ,Maricopa,4347
04013618200,AZ,Maricopa,3851
04013618300,AZ,Maricopa,3026
04013618400,AZ,Maricopa,3849
04013618500,AZ,Maricopa,3647
04013618600,AZ,Maricopa,4241
04013618700,AZ,Maricopa,2859
04013618800,AZ,Maricopa,5074
04013618900,AZ,Maricopa,6215
04013619000,AZ,Maricopa,3068
04013619100,AZ,Maricopa,2954
04013619200,AZ,Maricopa,4453
04013619300,AZ,Maricopa,3972
04013619400,AZ,Maricopa,4269
04013619500,AZ,Maricopa,5092
04013619600,AZ,Maricopa,1912
04013619700,AZ,Maricopa,3443
04013619800,AZ,Maricopa,4312
04013619900,AZ,Maricopa,5990
04013723303,AZ,Maricopa,26
04013723304,AZ,Maricopa,4230
04013723305,AZ,Maricopa,2745
04013723306,AZ,Maricopa,5259
04013723307,AZ,Maricopa,2186
04013723308,AZ,Maricopa,7519
04013810000,AZ,Maricopa,1711
04013810100,AZ,Maricopa,6272
04013810200,AZ,Maricopa,3412
04013810300,AZ,Maricopa,5557
04013810400,AZ,Maricopa,4661
04013810500,AZ,Maricopa,5168
04013810600,AZ,Maricopa,6540
04013810700,AZ,Maricopa,6775
04013810800,AZ,Maricopa,4235
04013810900,AZ,Maricopa,5636
04013811000,AZ,Maricopa,2776
04013811100,AZ,Maricopa,2225
04013811200,AZ,Maricopa,2429
04013811300,AZ,Maricopa,2839
04013811400,AZ,Maricopa,5228
04013811500,AZ,Maricopa,2500
04013811600,AZ,Maricopa,4159
04013811700,AZ,Maricopa,4487
04013811800,AZ,Maricopa,2028
04013811900,AZ,Maricopa,5544
04013812000,AZ,Maricopa,3617
04013812100,AZ,Maricopa,6130
04013812200,AZ,Maricopa,6229
04013812300,AZ,Maricopa,4511
04013812400,AZ,Maricopa,6098
04013812500,AZ,Maricopa,2070
04013812600,AZ,Maricopa,4400
04013812700,AZ,Maricopa,5771
04013812800,AZ,Maricopa,4390
04013812900,AZ,Maricopa,2963
04013813000,AZ,Maricopa,2699
04013813100,AZ,Maricopa,2446
04013813200,AZ,Maricopa,4212
04013813300,AZ,Maricopa,4816
04013813400,AZ,Maricopa,3792
04013813500,AZ,Maricopa,2902
04013813600,AZ,Maricopa,3138
04013813700,AZ,Maricopa,2528
04013813800,AZ,Maricopa,2962
04013813900,AZ,Maricopa,5202
04013814000,AZ,Maricopa,1531
04013814100,AZ,Maricopa,5874
04013814200,AZ,Maricopa,2624
04013814300,AZ,Maricopa,4040
04013814400,AZ,Maricopa,4909
04013814500,AZ,Maricopa,5029
04013814600,AZ,Maricopa,4461
04013814700,AZ,Maricopa,4148
04013814800,AZ,Maricopa,5465
04013814900,AZ,Maricopa,3015
04013815000,AZ,Maricopa,4262
04013815100,AZ,Maricopa,4423
04013815200,AZ,Maricopa,6720
04013815300,AZ,Maricopa,3926
04013815400,AZ,Maricopa,6288
04013815500,AZ,Maricopa,5607
04013815600,AZ,Maricopa,5183
04013815700,AZ,Maricopa,5525
04013815800,AZ,Maricopa,4083
04013815900,AZ,Maricopa,5981
04013816000,AZ,Maricopa,8186
04013816100,AZ,Maricopa,7264
04013816200,AZ,Maricopa,3982
04013816300,AZ,Maricopa,3292
04013816400,AZ,Maricopa,6823
04013816500,AZ,Maricopa,3883
04013816600,AZ,Maricopa,4278
04013816700,AZ,Maricopa,2348
04013816800,AZ,Maricopa,2875
04013816900,AZ,Maricopa,3393
04013817000,AZ,Maricopa,3523
04013817100,AZ,Maricopa,7549
04013817200,AZ,Maricopa,6151
04013817300,AZ,Maricopa,5248
04013817400,AZ,Maricopa,2755
04013817500,AZ,Maricopa,2704
04013817600,AZ,Maricopa,998
04013940700,AZ,Maricopa,151
04013941000,AZ,Maricopa,2931
04013941100,AZ,Maricopa,63
04013941200,AZ,Maricopa,971
04013941300,AZ,Maricopa,6293
04013980100,AZ,Maricopa,0
04013980400,AZ,Maricopa,15
04013980500,AZ,Maricopa,0
04013980600,AZ,Maricopa,0
04013980700,AZ,Maricopa,4
04015940400,AZ,Mohave,1288
04015940501,AZ,Mohave,2546
04015950100,AZ,Mohave,10851
04015950401,AZ,Mohave,2051
04015950402,AZ,Mohave,3950
04015950500,AZ,Mohave,1446
04015950600,AZ,Mohave,9029
04015950703,AZ,Mohave,3880
04015950704,AZ,Mohave,5995
04015950705,AZ,Mohave,4132
04015950706,AZ,Mohave,3825
04015951401,AZ,Mohave,3748
04015951402,AZ,Mohave,4036
04015951501,AZ,Mohave,4000
04015951502,AZ,Mohave,5201
04015951601,AZ,Mohave,3440
04015951602,AZ,Mohave,3849
04015951700,AZ,Mohave,5862
04015951800,AZ,Mohave,3554
04015951900,AZ,Mohave,4105
04015952001,AZ,Mohave,1781
04015952002,AZ,Mohave,7439
04015952003,AZ,Mohave,4315
04015952004,AZ,Mohave,3679
04015952400,AZ,Mohave,2619
04015952500,AZ,Mohave,5295
04015952600,AZ,Mohave,3098
04015952700,AZ,Mohave,4890
04015952800,AZ,Mohave,6289
04015952900,AZ,Mohave,5224
04015953000,AZ,Mohave,5289
04015953100,AZ,Mohave,2884
04015953200,AZ,Mohave,2657
04015953300,AZ,Mohave,6256
04015953401,AZ,Mohave,5427
04015953402,AZ,Mohave,5621
04015953601,AZ,Mohave,8853
04015953602,AZ,Mohave,2647
04015953800,AZ,Mohave,6345
04015953900,AZ,Mohave,6696
04015954800,AZ,Mohave,7012
04015954900,AZ,Mohave,3796
04015955000,AZ,Mohave,5286
04017940008,AZ,Navajo,1361
04017940010,AZ,Navajo,3088
04017940011,AZ,Navajo,2816
04017940012,AZ,Navajo,2759
04017940013,AZ,Navajo,4191
04017940014,AZ,Navajo,2750
04017940015,AZ,Navajo,4176
04017940100,AZ,Navajo,4096
04017940301,AZ,Navajo,4229
04017940302,AZ,Navajo,2851
04017942300,AZ,Navajo,2516
04017942400,AZ,Navajo,2362
04017942500,AZ,Navajo,5281
04017960100,AZ,Navajo,1908
04017960200,AZ,Navajo,3755
04017960400,AZ,Navajo,3734
04017960500,AZ,Navajo,4144
04017960600,AZ,Navajo,4527
04017961300,AZ,Navajo,3765
04017961700,AZ,Navajo,6323
04017962500,AZ,Navajo,3147
04017963300,AZ,Navajo,4610
04017963400,AZ,Navajo,3262
04017963700,AZ,Navajo,1767
04017963800,AZ,Navajo,4513
